,1MainBRHum_temperature,1MainBRHum_humidity,timestamp
116,15.95,29,2022-01-09 02:00:14.476000+01:00
117,15.85,29,2022-01-09 02:14:34.327000+01:00
118,15.95,29,2022-01-09 02:28:54.388000+01:00
119,16.0,29,2022-01-09 02:43:14.493000+01:00
120,15.95,29,2022-01-09 02:57:34.403000+01:00
121,16.05,29,2022-01-09 03:11:54.418000+01:00
122,16.0,29,2022-01-09 03:26:14.364000+01:00
123,15.85,29,2022-01-09 03:40:34.333000+01:00
124,15.85,29,2022-01-09 03:54:54.137000+01:00
125,15.85,30,2022-01-09 04:09:13.964000+01:00
126,16.0,30,2022-01-09 04:23:34.211000+01:00
127,15.85,30,2022-01-09 04:37:54.332000+01:00
128,16.05,30,2022-01-09 04:52:14.409000+01:00
129,15.8,30,2022-01-09 05:06:34.494000+01:00
130,16.0,30,2022-01-09 05:20:54.514000+01:00
131,15.85,30,2022-01-09 05:35:14.753000+01:00
132,15.8,30,2022-01-09 05:51:32.404000+01:00
133,15.9,30,2022-01-09 06:05:52.671000+01:00
134,15.8,30,2022-01-09 06:20:13.144000+01:00
135,16.0,30,2022-01-09 06:34:33.462000+01:00
136,16.05,30,2022-01-09 06:48:53.643000+01:00
137,15.8,30,2022-01-09 07:03:14.047000+01:00
138,16.0,31,2022-01-09 07:17:34.219000+01:00
139,15.7,30,2022-01-09 07:31:54.394000+01:00
140,15.4,29,2022-01-09 07:46:15.569000+01:00
141,15.25,28,2022-01-09 08:00:37.273000+01:00
142,15.25,28,2022-01-09 08:14:59.344000+01:00
143,15.2,28,2022-01-09 08:29:21.971000+01:00
144,14.95,28,2022-01-09 08:43:45.153000+01:00
145,14.95,27,2022-01-09 08:58:08.393000+01:00
146,14.85,27,2022-01-09 09:12:31.984000+01:00
147,14.85,27,2022-01-09 09:26:55.726000+01:00
148,14.6,27,2022-01-09 09:41:19.501000+01:00
149,14.65,27,2022-01-09 09:55:43.517000+01:00
150,14.65,28,2022-01-09 10:10:07.773000+01:00
151,14.75,30,2022-01-09 10:24:31.618000+01:00
152,14.7,29,2022-01-09 10:38:55.833000+01:00
153,14.6,29,2022-01-09 10:53:20.237000+01:00
154,14.45,29,2022-01-09 11:07:44.901000+01:00
155,14.35,28,2022-01-09 11:22:09.790000+01:00
156,14.35,28,2022-01-09 11:36:34.831000+01:00
157,14.4,28,2022-01-09 11:50:59.968000+01:00
158,14.35,28,2022-01-09 12:05:25.477000+01:00
159,14.2,28,2022-01-09 12:19:50.853000+01:00
160,14.3,28,2022-01-09 12:34:16.394000+01:00
161,14.2,28,2022-01-09 12:48:42.024000+01:00
162,14.05,27,2022-01-09 13:03:07.822000+01:00
163,14.05,27,2022-01-09 13:17:33.608000+01:00
164,14.05,27,2022-01-09 13:31:59.520000+01:00
165,13.95,27,2022-01-09 13:46:25.784000+01:00
166,14.05,27,2022-01-09 14:00:51.748000+01:00
167,14.0,27,2022-01-09 14:15:17.832000+01:00
168,14.0,27,2022-01-09 14:29:44.163000+01:00
169,13.8,27,2022-01-09 14:44:10.266000+01:00
170,13.9,27,2022-01-09 14:58:36.770000+01:00
171,13.9,27,2022-01-09 15:13:03.371000+01:00
172,13.95,27,2022-01-09 15:27:29.834000+01:00
173,13.8,26,2022-01-09 15:41:56.662000+01:00
174,13.75,26,2022-01-09 15:56:23.176000+01:00
175,13.65,26,2022-01-09 16:10:50.155000+01:00
176,13.8,26,2022-01-09 16:25:17.179000+01:00
177,13.75,26,2022-01-09 16:39:44.200000+01:00
178,13.6,26,2022-01-09 16:54:11.259000+01:00
179,14.1,28,2022-01-09 17:08:38.064000+01:00
180,14.5,28,2022-01-09 17:23:02.862000+01:00
181,14.85,27,2022-01-09 17:37:26.624000+01:00
182,15.2,27,2022-01-09 17:51:49.343000+01:00
183,15.4,27,2022-01-09 18:06:11.445000+01:00
184,15.35,26,2022-01-09 18:20:33.022000+01:00
185,15.55,26,2022-01-09 18:34:54.092000+01:00
186,15.75,26,2022-01-09 18:51:12.029000+01:00
187,15.8,28,2022-01-09 19:07:30.055000+01:00
188,16.3,27,2022-01-09 19:23:46.345000+01:00
189,16.6,26,2022-01-09 19:40:01.242000+01:00
190,16.85,26,2022-01-09 19:56:15.591000+01:00
191,16.5,27,2022-01-09 20:12:29.746000+01:00
192,15.8,29,2022-01-09 20:28:46.285000+01:00
193,15.75,30,2022-01-09 20:45:03.938000+01:00
194,15.4,31,2022-01-09 20:59:25.042000+01:00
195,15.45,33,2022-01-09 21:13:46.740000+01:00
196,15.35,33,2022-01-09 21:28:08.773000+01:00
197,15.85,32,2022-01-09 21:42:30.123000+01:00
198,16.3,30,2022-01-09 21:56:49.097000+01:00
199,16.65,29,2022-01-09 22:11:07.101000+01:00
200,16.75,29,2022-01-09 22:27:21.105000+01:00
201,16.9,28,2022-01-09 22:43:34.881000+01:00
202,17.05,28,2022-01-09 22:59:47.989000+01:00
203,17.05,28,2022-01-09 23:16:00.898000+01:00
204,17.35,28,2022-01-09 23:32:13.566000+01:00
205,17.0,27,2022-01-09 23:48:26.523000+01:00
206,16.65,27,2022-01-10 00:04:40.273000+01:00
207,16.6,27,2022-01-10 00:20:54.891000+01:00
208,16.6,27,2022-01-10 00:37:09.601000+01:00
209,16.4,27,2022-01-10 00:53:24.611000+01:00
210,16.5,27,2022-01-10 01:09:39.920000+01:00
211,16.65,28,2022-01-10 01:25:55.534000+01:00
212,16.35,27,2022-01-10 01:42:10.918000+01:00
213,16.4,27,2022-01-10 01:58:26.710000+01:00
214,16.25,27,2022-01-10 02:14:42.729000+01:00
215,16.15,27,2022-01-10 02:30:59.036000+01:00
216,16.15,27,2022-01-10 02:45:17.919000+01:00
217,16.15,27,2022-01-10 03:01:34.174000+01:00
218,16.0,26,2022-01-10 03:17:50.655000+01:00
219,16.0,27,2022-01-10 03:34:07.318000+01:00
220,16.1,27,2022-01-10 03:50:23.991000+01:00
221,15.95,27,2022-01-10 04:06:40.736000+01:00
222,15.9,27,2022-01-10 04:22:57.446000+01:00
223,15.95,26,2022-01-10 04:39:14.313000+01:00
224,16.0,26,2022-01-10 04:55:31.332000+01:00
225,16.0,26,2022-01-10 05:11:48.371000+01:00
226,16.05,27,2022-01-10 05:28:05.573000+01:00
227,15.95,27,2022-01-10 05:44:22.670000+01:00
228,15.95,27,2022-01-10 06:00:39.758000+01:00
229,15.9,27,2022-01-10 06:16:57.044000+01:00
230,15.8,27,2022-01-10 06:31:16.923000+01:00
231,16.0,27,2022-01-10 06:45:36.939000+01:00
232,15.95,27,2022-01-10 06:59:56.781000+01:00
233,15.7,26,2022-01-10 07:16:14.725000+01:00
234,15.3,25,2022-01-10 07:30:35.892000+01:00
235,15.15,25,2022-01-10 07:44:58.400000+01:00
236,15.0,26,2022-01-10 07:59:21.018000+01:00
237,14.85,26,2022-01-10 08:13:44.078000+01:00
238,14.9,26,2022-01-10 08:28:07.022000+01:00
239,14.8,26,2022-01-10 08:42:30.353000+01:00
240,14.75,26,2022-01-10 08:56:53.996000+01:00
241,14.65,26,2022-01-10 09:11:17.931000+01:00
242,14.55,26,2022-01-10 09:25:41.876000+01:00
243,14.6,26,2022-01-10 09:40:06.233000+01:00
244,14.5,26,2022-01-10 09:54:30.656000+01:00
245,14.35,26,2022-01-10 10:08:55.437000+01:00
246,14.45,26,2022-01-10 10:23:20.327000+01:00
247,14.35,26,2022-01-10 10:37:45.059000+01:00
248,14.15,26,2022-01-10 10:52:10.057000+01:00
249,14.35,27,2022-01-10 11:06:35.262000+01:00
250,14.4,28,2022-01-10 11:20:59.968000+01:00
251,14.5,28,2022-01-10 11:35:24.422000+01:00
252,14.4,28,2022-01-10 11:49:48.779000+01:00
253,14.5,28,2022-01-10 12:04:12.907000+01:00
254,14.7,28,2022-01-10 12:18:36.840000+01:00
255,14.9,30,2022-01-10 12:33:00.433000+01:00
256,14.8,30,2022-01-10 12:47:23.474000+01:00
257,14.95,29,2022-01-10 13:01:46.550000+01:00
258,15.05,29,2022-01-10 13:16:09.298000+01:00
259,14.9,29,2022-01-10 13:30:32.080000+01:00
260,14.95,29,2022-01-10 13:44:54.573000+01:00
261,15.05,28,2022-01-10 13:59:17.088000+01:00
262,15.05,29,2022-01-10 14:13:39.655000+01:00
263,15.15,29,2022-01-10 14:28:02.209000+01:00
264,15.1,28,2022-01-10 14:42:24.550000+01:00
265,15.2,28,2022-01-10 14:56:46.933000+01:00
266,15.2,28,2022-01-10 15:11:09.114000+01:00
267,15.2,28,2022-01-10 15:25:31.420000+01:00
268,15.2,28,2022-01-10 15:39:53.576000+01:00
269,16.3,29,2022-01-10 15:54:14.422000+01:00
270,15.7,29,2022-01-10 16:08:34.854000+01:00
271,15.3,28,2022-01-10 16:22:56.603000+01:00
272,15.25,28,2022-01-10 16:37:18.626000+01:00
273,15.2,28,2022-01-10 16:51:41.168000+01:00
274,15.0,28,2022-01-10 17:06:04.262000+01:00
275,14.9,27,2022-01-10 17:20:27.392000+01:00
276,14.9,27,2022-01-10 17:34:50.712000+01:00
277,14.85,27,2022-01-10 17:49:14.110000+01:00
278,14.95,29,2022-01-10 18:03:37.598000+01:00
279,16.45,28,2022-01-10 18:17:57.298000+01:00
280,16.9,27,2022-01-10 18:32:14.474000+01:00
281,16.85,28,2022-01-10 18:46:31.008000+01:00
282,16.65,29,2022-01-10 19:02:45.172000+01:00
283,16.7,29,2022-01-10 19:18:59.388000+01:00
284,16.75,29,2022-01-10 19:35:13.679000+01:00
285,17.05,28,2022-01-10 19:51:27.635000+01:00
286,16.85,28,2022-01-10 20:07:41.393000+01:00
287,16.9,29,2022-01-10 20:23:55.530000+01:00
288,17.0,29,2022-01-10 20:40:09.548000+01:00
289,16.8,29,2022-01-10 20:56:23.412000+01:00
290,17.3,29,2022-01-10 21:12:36.428000+01:00
291,17.5,28,2022-01-10 21:28:48.454000+01:00
292,17.7,28,2022-01-10 21:44:59.947000+01:00
293,17.75,28,2022-01-10 22:01:10.781000+01:00
294,17.9,28,2022-01-10 22:17:21.494000+01:00
295,18.0,28,2022-01-10 22:33:31.582000+01:00
296,18.15,27,2022-01-10 22:49:41.158000+01:00
297,18.3,27,2022-01-10 23:05:50.368000+01:00
298,18.3,27,2022-01-10 23:21:59.287000+01:00
299,18.35,27,2022-01-10 23:38:08.075000+01:00
300,18.4,27,2022-01-10 23:54:16.636000+01:00
301,18.4,27,2022-01-11 00:10:24.871000+01:00
302,18.45,27,2022-01-11 00:26:32.910000+01:00
303,18.45,27,2022-01-11 00:42:41.201000+01:00
304,18.45,27,2022-01-11 00:58:49.302000+01:00
305,18.6,27,2022-01-11 01:14:57.311000+01:00
306,18.5,26,2022-01-11 01:31:05.208000+01:00
307,18.55,26,2022-01-11 01:47:13.186000+01:00
308,18.55,26,2022-01-11 02:03:21.169000+01:00
309,18.6,26,2022-01-11 02:19:28.935000+01:00
310,18.75,26,2022-01-11 02:35:36.617000+01:00
311,18.6,26,2022-01-11 02:51:44.314000+01:00
312,18.7,26,2022-01-11 03:07:51.844000+01:00
313,18.85,26,2022-01-11 03:23:59.291000+01:00
314,18.85,26,2022-01-11 03:40:06.418000+01:00
315,18.95,26,2022-01-11 03:56:13.307000+01:00
316,19.05,27,2022-01-11 04:12:19.804000+01:00
317,19.1,27,2022-01-11 04:28:26.211000+01:00
318,19.1,27,2022-01-11 04:44:32.296000+01:00
319,19.15,27,2022-01-11 05:00:38.426000+01:00
320,19.15,27,2022-01-11 05:16:44.553000+01:00
321,19.1,27,2022-01-11 05:32:50.776000+01:00
322,19.2,27,2022-01-11 05:48:56.983000+01:00
323,19.2,27,2022-01-11 06:05:03.080000+01:00
324,19.3,27,2022-01-11 06:21:09.185000+01:00
325,19.3,27,2022-01-11 06:37:15.225000+01:00
326,19.15,27,2022-01-11 06:53:21.251000+01:00
327,19.15,27,2022-01-11 07:09:27.056000+01:00
328,18.95,26,2022-01-11 07:25:33.653000+01:00
329,18.6,26,2022-01-11 07:41:41.250000+01:00
330,18.35,26,2022-01-11 07:57:49.646000+01:00
331,18.15,26,2022-01-11 08:13:59.190000+01:00
332,18.5,28,2022-01-11 08:30:09+01:00
333,18.95,27,2022-01-11 08:46:16.528000+01:00
334,19.3,27,2022-01-11 09:02:22.990000+01:00
335,19.45,27,2022-01-11 09:18:28.858000+01:00
336,19.45,27,2022-01-11 09:34:34.119000+01:00
337,19.5,27,2022-01-11 09:50:39.180000+01:00
338,18.8,27,2022-01-11 10:06:45.638000+01:00
339,18.65,27,2022-01-11 10:22:53.393000+01:00
340,18.35,27,2022-01-11 10:39:01.990000+01:00
341,18.2,26,2022-01-11 10:55:11.020000+01:00
342,18.2,27,2022-01-11 11:11:20.309000+01:00
343,18.05,26,2022-01-11 11:27:30.027000+01:00
344,18.0,26,2022-01-11 11:43:40.205000+01:00
345,17.95,26,2022-01-11 11:59:50.960000+01:00
346,17.95,27,2022-01-11 12:16:01.828000+01:00
347,17.9,27,2022-01-11 12:32:12.839000+01:00
348,17.85,27,2022-01-11 12:48:23.890000+01:00
349,17.9,27,2022-01-11 13:04:35.030000+01:00
350,17.8,27,2022-01-11 13:20:46.356000+01:00
351,19.15,29,2022-01-11 13:36:54.837000+01:00
352,19.45,28,2022-01-11 13:53:00.809000+01:00
353,19.9,27,2022-01-11 14:09:05.337000+01:00
354,20.0,27,2022-01-11 14:25:09.391000+01:00
355,20.05,27,2022-01-11 14:41:12.954000+01:00
356,20.15,27,2022-01-11 14:57:16.166000+01:00
357,20.15,27,2022-01-11 15:13:19.087000+01:00
358,20.0,28,2022-01-11 15:29:22.456000+01:00
359,19.95,29,2022-01-11 15:45:26.326000+01:00
360,19.7,29,2022-01-11 16:01:30.831000+01:00
361,19.6,29,2022-01-11 16:17:35.552000+01:00
362,19.55,29,2022-01-11 16:33:40.219000+01:00
363,19.65,29,2022-01-11 16:49:44.980000+01:00
364,19.65,28,2022-01-11 17:05:49.501000+01:00
365,19.7,28,2022-01-11 17:21:53.948000+01:00
366,19.7,28,2022-01-11 17:37:58.483000+01:00
367,19.8,28,2022-01-11 17:54:03.127000+01:00
368,19.8,28,2022-01-11 18:10:07.417000+01:00
369,19.85,28,2022-01-11 18:26:11.601000+01:00
370,19.95,27,2022-01-11 18:42:15.612000+01:00
371,20.05,30,2022-01-11 18:58:19.354000+01:00
372,20.15,29,2022-01-11 19:14:22.623000+01:00
373,20.35,29,2022-01-11 19:30:25.326000+01:00
374,19.9,28,2022-01-11 19:46:28.599000+01:00
375,19.7,27,2022-01-11 20:02:32.748000+01:00
376,19.6,27,2022-01-11 20:18:37.598000+01:00
377,19.5,26,2022-01-11 20:34:42.718000+01:00
378,19.5,26,2022-01-11 20:50:47.954000+01:00
379,20.05,28,2022-01-11 21:06:52.593000+01:00
380,20.2,28,2022-01-11 21:22:55.506000+01:00
381,19.85,27,2022-01-11 21:38:59.375000+01:00
382,19.8,27,2022-01-11 21:55:03.900000+01:00
383,19.9,28,2022-01-11 22:11:08.428000+01:00
384,19.75,27,2022-01-11 22:27:13.005000+01:00
385,19.75,27,2022-01-11 22:43:17.696000+01:00
386,19.65,27,2022-01-11 22:59:22.564000+01:00
387,19.6,27,2022-01-11 23:15:27.769000+01:00
388,19.55,27,2022-01-11 23:31:32.875000+01:00
389,19.5,27,2022-01-11 23:47:38.455000+01:00
390,19.4,27,2022-01-12 00:03:44.132000+01:00
391,19.55,27,2022-01-12 00:19:50.084000+01:00
392,19.4,27,2022-01-12 00:35:56.040000+01:00
393,19.3,27,2022-01-12 00:52:02.120000+01:00
394,19.25,27,2022-01-12 01:08:08.615000+01:00
395,19.2,27,2022-01-12 01:24:15.243000+01:00
396,19.15,27,2022-01-12 01:40:22.082000+01:00
397,19.1,27,2022-01-12 01:56:29.081000+01:00
398,19.0,27,2022-01-12 02:12:36.211000+01:00
399,19.0,27,2022-01-12 02:28:43.531000+01:00
400,19.0,27,2022-01-12 02:44:50.975000+01:00
401,18.9,27,2022-01-12 03:00:58.514000+01:00
402,18.8,27,2022-01-12 03:17:06.411000+01:00
403,18.75,27,2022-01-12 03:33:14.513000+01:00
404,18.7,27,2022-01-12 03:49:22.778000+01:00
405,18.65,27,2022-01-12 04:05:31.214000+01:00
406,18.6,27,2022-01-12 04:21:39.709000+01:00
407,18.7,27,2022-01-12 04:37:48.183000+01:00
408,18.55,27,2022-01-12 04:53:56.918000+01:00
409,18.45,27,2022-01-12 05:10:05.760000+01:00
410,18.4,27,2022-01-12 05:26:14.669000+01:00
411,18.4,27,2022-01-12 05:42:23.921000+01:00
412,18.3,28,2022-01-12 05:58:33.214000+01:00
413,18.35,28,2022-01-12 06:14:42.405000+01:00
414,18.35,28,2022-01-12 06:30:51.891000+01:00
415,18.35,29,2022-01-12 06:47:01.177000+01:00
416,18.35,29,2022-01-12 07:03:10.759000+01:00
417,18.4,29,2022-01-12 07:19:20.639000+01:00
418,18.3,30,2022-01-12 07:35:30.559000+01:00
419,18.1,30,2022-01-12 07:51:40.589000+01:00
420,18.05,31,2022-01-12 08:07:50.786000+01:00
421,18.05,31,2022-01-12 08:24:01.247000+01:00
422,18.15,32,2022-01-12 08:40:11.650000+01:00
423,18.05,32,2022-01-12 08:56:22.260000+01:00
424,17.95,33,2022-01-12 09:12:33.055000+01:00
425,17.9,33,2022-01-12 09:28:43.715000+01:00
426,17.95,34,2022-01-12 09:44:54.403000+01:00
427,17.85,34,2022-01-12 10:01:05.208000+01:00
428,17.85,35,2022-01-12 10:17:16.080000+01:00
429,17.85,35,2022-01-12 10:33:26.791000+01:00
430,18.0,36,2022-01-12 10:49:37.577000+01:00
431,17.9,36,2022-01-12 11:05:48.463000+01:00
432,17.9,37,2022-01-12 11:21:59.410000+01:00
433,18.0,37,2022-01-12 11:38:10.751000+01:00
434,18.0,37,2022-01-12 11:54:21.775000+01:00
435,17.85,37,2022-01-12 12:10:32.689000+01:00
436,17.85,37,2022-01-12 12:26:43.861000+01:00
437,17.8,37,2022-01-12 12:42:54.851000+01:00
438,17.9,37,2022-01-12 12:59:06.055000+01:00
439,18.05,37,2022-01-12 13:15:17.092000+01:00
440,18.0,38,2022-01-12 13:31:28.158000+01:00
441,17.9,38,2022-01-12 13:47:39.231000+01:00
442,17.95,38,2022-01-12 14:03:50.274000+01:00
443,17.9,38,2022-01-12 14:20:01.198000+01:00
444,18.0,38,2022-01-12 14:36:12.009000+01:00
445,17.9,38,2022-01-12 14:52:22.760000+01:00
446,17.85,39,2022-01-12 15:08:33.452000+01:00
447,17.95,39,2022-01-12 15:24:44.285000+01:00
448,17.95,39,2022-01-12 15:40:54.998000+01:00
449,17.9,39,2022-01-12 15:57:05.669000+01:00
450,18.0,40,2022-01-12 16:13:16.255000+01:00
451,18.0,40,2022-01-12 16:29:27.138000+01:00
452,18.35,41,2022-01-12 16:45:37.595000+01:00
453,18.75,40,2022-01-12 17:01:46.438000+01:00
454,19.05,40,2022-01-12 17:17:53.887000+01:00
455,19.25,40,2022-01-12 17:34:00.713000+01:00
456,19.3,40,2022-01-12 17:50:06.808000+01:00
457,19.5,39,2022-01-12 18:06:12.497000+01:00
458,19.6,39,2022-01-12 18:22:17.850000+01:00
459,19.55,40,2022-01-12 18:38:23.198000+01:00
460,19.75,41,2022-01-12 18:54:28.504000+01:00
461,20.5,40,2022-01-12 19:10:31.759000+01:00
462,20.9,41,2022-01-12 19:26:33.297000+01:00
463,20.5,43,2022-01-12 19:42:34.722000+01:00
464,20.05,45,2022-01-12 19:58:37.971000+01:00
465,19.85,48,2022-01-12 20:14:42.133000+01:00
466,19.7,47,2022-01-12 20:30:46.879000+01:00
467,19.55,48,2022-01-12 20:46:52.092000+01:00
468,19.5,50,2022-01-12 21:02:57.725000+01:00
469,19.3,49,2022-01-12 21:19:03.635000+01:00
470,19.35,51,2022-01-12 21:35:09.967000+01:00
471,19.2,50,2022-01-12 21:51:16.616000+01:00
472,19.1,50,2022-01-12 22:07:23.395000+01:00
473,19.15,50,2022-01-12 22:23:30.656000+01:00
474,18.95,51,2022-01-12 22:39:38.191000+01:00
475,18.85,52,2022-01-12 22:55:45.853000+01:00
476,18.8,52,2022-01-12 23:11:53.591000+01:00
477,18.8,51,2022-01-12 23:28:01.351000+01:00
478,18.8,50,2022-01-12 23:44:09.271000+01:00
479,18.85,50,2022-01-13 00:00:16.961000+01:00
480,18.95,50,2022-01-13 00:16:24.747000+01:00
481,18.8,50,2022-01-13 00:32:32.554000+01:00
482,18.75,50,2022-01-13 00:48:40.812000+01:00
483,18.9,49,2022-01-13 01:04:49.126000+01:00
484,18.8,47,2022-01-13 01:20:57.435000+01:00
485,18.8,46,2022-01-13 01:37:05.467000+01:00
486,18.8,46,2022-01-13 01:53:13.451000+01:00
487,18.85,45,2022-01-13 02:09:21.173000+01:00
488,19.1,45,2022-01-13 02:25:28.835000+01:00
489,19.05,44,2022-01-13 02:41:36.139000+01:00
490,19.05,44,2022-01-13 02:57:43.343000+01:00
491,19.25,44,2022-01-13 03:13:50.459000+01:00
492,19.15,44,2022-01-13 03:29:57.283000+01:00
493,19.15,44,2022-01-13 03:46:03.692000+01:00
494,19.3,43,2022-01-13 04:02:10.219000+01:00
495,19.25,43,2022-01-13 04:18:16.708000+01:00
496,19.4,43,2022-01-13 04:34:23.190000+01:00
